protein_a,protein_b,string_id_a,string_id_b,combined_score,coexpression,experimental,database,textmining,source
CUX1,GNAS,9606.ENSP00000353401,9606.ENSP00000360141,476,0,0,0,0,STRING
RRM2,CDKN2A,9606.ENSP00000353770,9606.ENSP00000418915,402,0,0,0,0,STRING
RRM2,POLD1,9606.ENSP00000353770,9606.ENSP00000472445,493,0,0,0,0,STRING
RRM2,POLA1,9606.ENSP00000353770,9606.ENSP00000368358,610,0,0,0,0,STRING
RRM2,BRCA1,9606.ENSP00000353770,9606.ENSP00000418960,620,0,0,0,0,STRING
RRM2,CHEK2,9606.ENSP00000353770,9606.ENSP00000372023,642,0,0,0,0,STRING
RRM2,PRIM2,9606.ENSP00000353770,9606.ENSP00000484105,746,0,0,0,0,STRING
GNAS,BRCA2,9606.ENSP00000360141,9606.ENSP00000369497,447,0,0,0,0,STRING
GNAS,MAP2K4,9606.ENSP00000360141,9606.ENSP00000410402,581,0,0,0,0,STRING
GNAS,FGFR2,9606.ENSP00000360141,9606.ENSP00000410294,602,0,0,0,0,STRING
GNAS,CDKN2A,9606.ENSP00000360141,9606.ENSP00000418915,622,0,0,0,0,STRING
GNAS,RNF43,9606.ENSP00000360141,9606.ENSP00000463069,698,0,0,0,0,STRING
PTPRT,LRP1B,9606.ENSP00000362294,9606.ENSP00000374135,495,0,0,0,0,STRING
POLE3,BRCA2,9606.ENSP00000363286,9606.ENSP00000369497,495,0,0,0,0,STRING
POLE3,RBBP8,9606.ENSP00000363286,9606.ENSP00000382628,497,0,0,0,0,STRING
POLE3,BRCA1,9606.ENSP00000363286,9606.ENSP00000418960,540,0,0,0,0,STRING
POLE3,PRIM2,9606.ENSP00000363286,9606.ENSP00000484105,967,0,0,0,0,STRING
POLE3,POLD2,9606.ENSP00000363286,9606.ENSP00000480186,970,0,0,0,0,STRING
POLE3,POLD1,9606.ENSP00000363286,9606.ENSP00000472445,985,0,0,0,0,STRING
POLE3,POLA1,9606.ENSP00000363286,9606.ENSP00000368358,985,0,0,0,0,STRING
KDM6A,CDKN2A,9606.ENSP00000367203,9606.ENSP00000418915,618,0,0,0,0,STRING
POLA1,BRCA2,9606.ENSP00000368358,9606.ENSP00000369497,457,0,0,0,0,STRING
POLA1,BRCA1,9606.ENSP00000368358,9606.ENSP00000418960,462,0,0,0,0,STRING
POLA1,CHEK2,9606.ENSP00000368358,9606.ENSP00000372023,553,0,0,0,0,STRING
POLA1,POLD1,9606.ENSP00000368358,9606.ENSP00000472445,989,0,0,0,0,STRING
POLA1,POLD2,9606.ENSP00000368358,9606.ENSP00000480186,993,0,0,0,0,STRING
POLA1,PRIM2,9606.ENSP00000368358,9606.ENSP00000484105,999,0,0,0,0,STRING
BRCA2,ACVR1B,9606.ENSP00000369497,9606.ENSP00000442656,438,0,0,0,0,STRING
BRCA2,RNF43,9606.ENSP00000369497,9606.ENSP00000463069,471,0,0,0,0,STRING
BRCA2,POLD2,9606.ENSP00000369497,9606.ENSP00000480186,502,0,0,0,0,STRING
BRCA2,MAP2K4,9606.ENSP00000369497,9606.ENSP00000410402,562,0,0,0,0,STRING
BRCA2,FGFR2,9606.ENSP00000369497,9606.ENSP00000410294,581,0,0,0,0,STRING
BRCA2,CDKN2A,9606.ENSP00000369497,9606.ENSP00000418915,806,0,0,0,0,STRING
BRCA2,POLD1,9606.ENSP00000369497,9606.ENSP00000472445,896,0,0,0,0,STRING
BRCA2,RBBP8,9606.ENSP00000369497,9606.ENSP00000382628,983,0,0,0,0,STRING
BRCA2,CHEK2,9606.ENSP00000369497,9606.ENSP00000372023,985,0,0,0,0,STRING
BRCA2,BRCA1,9606.ENSP00000369497,9606.ENSP00000418960,999,0,0,0,0,STRING
CHEK2,POLD2,9606.ENSP00000372023,9606.ENSP00000480186,414,0,0,0,0,STRING
CHEK2,PRIM2,9606.ENSP00000372023,9606.ENSP00000484105,417,0,0,0,0,STRING
CHEK2,POLD1,9606.ENSP00000372023,9606.ENSP00000472445,753,0,0,0,0,STRING
CHEK2,CDKN2A,9606.ENSP00000372023,9606.ENSP00000418915,758,0,0,0,0,STRING
CHEK2,RBBP8,9606.ENSP00000372023,9606.ENSP00000382628,785,0,0,0,0,STRING
CHEK2,BRCA1,9606.ENSP00000372023,9606.ENSP00000418960,999,0,0,0,0,STRING
LRP1B,CDKN2A,9606.ENSP00000374135,9606.ENSP00000418915,505,0,0,0,0,STRING
RBBP8,POLD2,9606.ENSP00000382628,9606.ENSP00000480186,513,0,0,0,0,STRING
RBBP8,POLD1,9606.ENSP00000382628,9606.ENSP00000472445,545,0,0,0,0,STRING
RBBP8,BRCA1,9606.ENSP00000382628,9606.ENSP00000418960,999,0,0,0,0,STRING
RAF1,CDKN2A,9606.ENSP00000401888,9606.ENSP00000418915,557,0,0,0,0,STRING
ACVR1,ACVR1B,9606.ENSP00000405004,9606.ENSP00000442656,979,0,0,0,0,STRING
FGFR2,BRCA1,9606.ENSP00000410294,9606.ENSP00000418960,575,0,0,0,0,STRING
FGFR2,CDKN2A,9606.ENSP00000410294,9606.ENSP00000418915,592,0,0,0,0,STRING
MAP2K4,CDKN2A,9606.ENSP00000410402,9606.ENSP00000418915,421,0,0,0,0,STRING
CDKN2A,POLD1,9606.ENSP00000418915,9606.ENSP00000472445,411,0,0,0,0,STRING
CDKN2A,RNF43,9606.ENSP00000418915,9606.ENSP00000463069,700,0,0,0,0,STRING
CDKN2A,BRCA1,9606.ENSP00000418915,9606.ENSP00000418960,832,0,0,0,0,STRING
BRCA1,POLD2,9606.ENSP00000418960,9606.ENSP00000480186,525,0,0,0,0,STRING
BRCA1,POLD1,9606.ENSP00000418960,9606.ENSP00000472445,937,0,0,0,0,STRING
RNF43,POLD1,9606.ENSP00000463069,9606.ENSP00000472445,447,0,0,0,0,STRING
POLD1,PRIM2,9606.ENSP00000472445,9606.ENSP00000484105,992,0,0,0,0,STRING
POLD1,POLD2,9606.ENSP00000472445,9606.ENSP00000480186,999,0,0,0,0,STRING
POLD2,PRIM2,9606.ENSP00000480186,9606.ENSP00000484105,969,0,0,0,0,STRING
